strain	genbank	date	country	region	division	location	length	host	host_type	lineage	authors	date_submitted
PP_004K3A2.1	PP_004K3A2.1	2022-02-11	USA				15264	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_004K3T1.1	PP_004K3T1.1	2022-08-24	USA				15263	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_002RFUB.1	PP_002RFUB.1	2022-12-01	USA				15262	Homo sapiens	Human	B.D.E.1	Sereewit, J.; Goya, S.; Greninger, A. L.	2023-02-06
PP_004K3EU.1	PP_004K3EU.1	2022-02-07	USA				15261	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_004K42H.1	PP_004K42H.1	2022-12-14	USA				15261	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_004K2KJ.1	PP_004K2KJ.1	2022-01-11	USA				15258	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_004K41K.1	PP_004K41K.1	2022-09-20	USA				15258	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_004K3P9.1	PP_004K3P9.1	2022-03-09	USA				15258	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_004K3ZP.1	PP_004K3ZP.1	2022-09-18	USA				15258	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_004KD60.1	PP_004KD60.1	2022-10-28	USA				15257	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-20
PP_004K3NB.1	PP_004K3NB.1	2022-01-05	USA				15257	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_004K3LF.1	PP_004K3LF.1	2022-01-25	USA				15257	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_004K3YR.1	PP_004K3YR.1	2022-05-10	USA				15255	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_004K40M.1	PP_004K40M.1	2022-08-22	USA				15253	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_002UTQ1.1	PP_002UTQ1.1	2023-11-03	USA				15290	Homo sapiens	Human	B.D.4.1.1	Avadhanula, V.; Sahni, L.; Surathu, A.; Cregeen, S. J.; Doddapaneni, H.; Metcalf, G. A.; Tannis, A.; Moline, H.; Boom, J.; Piedra, P.	2024-05-20
PP_003RWFN.1	PP_003RWFN.1	2023-07-22	USA				15278	Homo sapiens	Human	B.D.4.1.1	Green, S.; Kunstman, K.; Barbian, H.; Araujo Perez, F.; Kittner, A.; Bobrovska, S.	2025-08-26
PP_003RW66.1	PP_003RW66.1	2023-09-19	USA				15278	Homo sapiens	Human	B.D.4.1.1	Green, S.; Kunstman, K.; Barbian, H.; Araujo Perez, F.; Kittner, A.; Bobrovska, S.	2025-08-26
PP_003RW2E.1	PP_003RW2E.1	2023-10-31	USA				15278	Homo sapiens	Human	B.D.4.1.1	Green, S.; Kunstman, K.; Barbian, H.; Araujo Perez, F.; Kittner, A.; Bobrovska, S.	2025-08-26
PP_002UU47.1	PP_002UU47.1	2023-12-17	USA				15296	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Sahni, L.; Surathu, A.; Cregeen, S. J.; Doddapaneni, H.; Metcalf, G. A.; Tannis, A.; Moline, H.; Boom, J.; Piedra, P.	2024-05-20
PP_002UTTV.1	PP_002UTTV.1	2023-11-08	USA				15294	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Sahni, L.; Surathu, A.; Cregeen, S. J.; Doddapaneni, H.; Metcalf, G. A.; Tannis, A.; Moline, H.; Boom, J.; Piedra, P.	2024-05-20
PP_002UTSX.1	PP_002UTSX.1	2023-11-07	USA				15294	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Sahni, L.; Surathu, A.; Cregeen, S. J.; Doddapaneni, H.; Metcalf, G. A.; Tannis, A.; Moline, H.; Boom, J.; Piedra, P.	2024-05-20
PP_002UTKB.1	PP_002UTKB.1	2023-10-29	USA				15290	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Sahni, L.; Surathu, A.; Cregeen, S. J.; Doddapaneni, H.; Metcalf, G. A.; Tannis, A.; Moline, H.; Boom, J.; Piedra, P.	2024-05-20
PP_002UWWL.1	PP_002UWWL.1	2023-10-09	USA				15288	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Sahni, L.; Surathu, A.; Cregeen, S. J.; Doddapaneni, H.; Metcalf, G. A.; Tannis, A.; Moline, H.; Boom, J.; Piedra, P.	2024-06-16
PP_002UU2B.1	PP_002UU2B.1	2023-12-08	USA				15286	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Sahni, L.; Surathu, A.; Cregeen, S. J.; Doddapaneni, H.; Metcalf, G. A.; Tannis, A.; Moline, H.; Boom, J.; Piedra, P.	2024-05-20
PP_002UTP3.1	PP_002UTP3.1	2023-11-03	USA				15283	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Sahni, L.; Surathu, A.; Cregeen, S. J.; Doddapaneni, H.; Metcalf, G. A.; Tannis, A.; Moline, H.; Boom, J.; Piedra, P.	2024-05-20
PP_002UU0F.1	PP_002UU0F.1	2023-11-28	USA				15283	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Sahni, L.; Surathu, A.; Cregeen, S. J.; Doddapaneni, H.; Metcalf, G. A.; Tannis, A.; Moline, H.; Boom, J.; Piedra, P.	2024-05-20
PP_003RWVT.1	PP_003RWVT.1	2023-11-24	USA				15282	Homo sapiens	Human	B.D.E.1	Green, S.; Kunstman, K.; Barbian, H.; Araujo Perez, F.; Kittner, A.; Bobrovska, S.	2025-08-26
PP_003RW3C.1	PP_003RW3C.1	2023-10-27	USA				15281	Homo sapiens	Human	B.D.E.1	Green, S.; Kunstman, K.; Barbian, H.; Araujo Perez, F.; Kittner, A.; Bobrovska, S.	2025-08-26
PP_002UX28.1	PP_002UX28.1	2023-11-27	USA				15281	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Sahni, L.; Surathu, A.; Cregeen, S. J.; Doddapaneni, H.; Metcalf, G. A.; Tannis, A.; Moline, H.; Boom, J.; Piedra, P.	2024-06-16
PP_003RVVU.1	PP_003RVVU.1	2023-10-02	USA				15281	Homo sapiens	Human	B.D.E.1	Green, S.; Kunstman, K.; Barbian, H.; Araujo Perez, F.; Kittner, A.; Bobrovska, S.	2025-08-26
PP_003RW82.1	PP_003RW82.1	2023-09-20	USA				15281	Homo sapiens	Human	B.D.E.1	Green, S.; Kunstman, K.; Barbian, H.; Araujo Perez, F.; Kittner, A.; Bobrovska, S.	2025-08-26
PP_003RWJF.1	PP_003RWJF.1	2023-11-30	USA				15281	Homo sapiens	Human	B.D.E.1	Green, S.; Kunstman, K.; Barbian, H.; Araujo Perez, F.; Kittner, A.; Bobrovska, S.	2025-08-26
PP_002WPEN.1	PP_002WPEN.1	2023-10-30	USA				15280	Homo sapiens	Human	B.D.E.1	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	2025-03-04
PP_002UTWP.1	PP_002UTWP.1	2023-11-13	USA				15280	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Sahni, L.; Surathu, A.; Cregeen, S. J.; Doddapaneni, H.; Metcalf, G. A.; Tannis, A.; Moline, H.; Boom, J.; Piedra, P.	2024-05-20
PP_002UNZN.1	PP_002UNZN.1	2024-01-17	USA				15270	Homo sapiens	Human	B.D.4.1.1	Roychoudhury, P.; Klein, E. J.; Strelitz, B.; Grioni, H.; Moline, H. L.; Tannis, A.; Ellis, S. E.; Xie, H.; Kong, K.; Sereewit, J.; Greninger, A.; Englund, J. A.	2024-05-14
PP_002WYWE.1	PP_002WYWE.1	2024-10-14	USA				15250	Homo sapiens	Human	B.D.4.1.1	Roychoudhury, P.; Xie, X.; Sereewit, J.; Ellis, S.; Greninger, A.	2025-03-23
PP_002Y9WZ.1	PP_002Y9WZ.1	2024-01-15	USA				15244	Homo sapiens	Human	B.D.4.1.1	Qin, X.; Ali, R.; Fan, G.; Halse, A.; Kazmierczak, C.; Vu-Stern, E.	2025-06-07
PP_002WQ71.1	PP_002WQ71.1	2024-02-06	USA				15284	Homo sapiens	Human	B.D.E.1	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	2025-03-04
PP_002XAXY.1	PP_002XAXY.1	2024-11-16	USA				15284	Homo sapiens	Human	B.D.E.1.2	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	2025-04-23
PP_002WPL9.1	PP_002WPL9.1	2024-10-28	USA				15281	Homo sapiens	Human	B.D.E.1.7	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	2025-03-04
PP_002WPKB.1	PP_002WPKB.1	2024-02-10	USA				15280	Homo sapiens	Human	B.D.E.1	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	2025-03-04
PP_002WQCR.1	PP_002WQCR.1	2024-01-16	USA				15278	Homo sapiens	Human	B.D.E.1	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	2025-03-04
PP_002WN65.1	PP_002WN65.1	2024-02-14	USA				15278	Homo sapiens	Human	B.D.E.1	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	2025-03-04
PP_002WP9Y.1	PP_002WP9Y.1	2024-02-18	USA				15278	Homo sapiens	Human	B.D.E.1	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	2025-03-04
PP_002WQP2.1	PP_002WQP2.1	2024-02-16	USA				15278	Homo sapiens	Human	B.D.E.1	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	2025-03-04
PP_002WNXN.1	PP_002WNXN.1	2024-01-09	USA				15278	Homo sapiens	Human	B.D.E.1	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	2025-03-04
PP_002WP3A.1	PP_002WP3A.1	2024-02-06	USA				15278	Homo sapiens	Human	B.D.E.1	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	2025-03-04
PP_002WNLA.1	PP_002WNLA.1	2024-01-14	USA				15278	Homo sapiens	Human	B.D.E.1	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	2025-03-04
PP_002WPDQ.1	PP_002WPDQ.1	2024-02-09	USA				15277	Homo sapiens	Human	B.D.E.1.2	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	2025-03-04
PP_002WQ0F.1	PP_002WQ0F.1	2024-02-06	USA				15276	Homo sapiens	Human	B.D.E.1	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	2025-03-04
PP_002XAV2.1	PP_002XAV2.1	2024-11-02	USA				15276	Homo sapiens	Human	B.D.E.1.1	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	2025-04-23
PP_002WN57.1	PP_002WN57.1	2024-01-16	USA				15274	Homo sapiens	Human	B.D.E.1	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	2025-03-04
PP_002WPCS.1	PP_002WPCS.1	2024-01-18	USA				15273	Homo sapiens	Human	B.D.E.1	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	2025-03-04
PP_004KDEJ.1	PP_004KDEJ.1	2025-02-17	USA				15217	Homo sapiens	Human	B.D.4.1.1	Sabin, S.; Kelleher, A.; Lu, X.; Lourenco, P. R.; Mandal, P.; Smith, C.; Cook, P. W.; Paden, C. R.; Atherton, L.	2026-02-20
PP_004BV1B.1	PP_004BV1B.1	2025-02-12	USA				15280	Homo sapiens	Human	B.D.E.1	Roychoudhury, P.; Xie, X.; Kim, H. G.; Ellis, S.; Greninger, A.	2025-10-28
PP_002Y84K.2	PP_002Y84K.2	2025-02-25	USA				15278	Homo sapiens	Human	B.D.E.1	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	2025-06-02
PP_004BV29.1	PP_004BV29.1	2025-03-27	USA				15277	Homo sapiens	Human	B.D.E.1.1	Roychoudhury, P.; Xie, X.; Kim, H. G.; Ellis, S.; Greninger, A.	2025-10-28
PP_004BV0D.1	PP_004BV0D.1	2025-01-16	USA				15275	Homo sapiens	Human	B.D.E.1.1	Roychoudhury, P.; Xie, X.; Kim, H. G.; Ellis, S.; Greninger, A.	2025-10-28
PP_002Y85H.2	PP_002Y85H.2	2025-02-13	USA				15239	Homo sapiens	Human	B.D.E.1	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	2025-06-02
PP_002Y1QK.1	PP_002Y1QK.1	2025-01-08	USA				15224	Homo sapiens	Human	B.D.E.1.2	Roychoudhury, P.; Xie, X.; Kim, H. G.; Ellis, S.; Greninger, A.	2025-05-28
PP_002WY31.1	PP_002WY31.1	2025-01-12	USA				15223	Homo sapiens	Human	B.D.E.1	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	2025-03-11
PP_004KDHB.1	PP_004KDHB.1	2025-02-28	USA				15221	Homo sapiens	Human	B.D.E.1.4	Sabin, S.; Kelleher, A.; Lu, X.; Lourenco, P. R.; Mandal, P.; Smith, C.; Cook, P. W.; Paden, C. R.; Atherton, L.	2026-02-20
PP_004KD9U.1	PP_004KD9U.1	2025-03-13	USA				15221	Homo sapiens	Human	B.D.E.1	Sabin, S.; Kelleher, A.; Lu, X.; Lourenco, P. R.; Mandal, P.; Smith, C.; Cook, P. W.; Paden, C. R.; Atherton, L.	2026-02-20
PP_004KDK7.1	PP_004KDK7.1	2025-02-04	USA				15219	Homo sapiens	Human	B.D.E.1	Sabin, S.; Kelleher, A.; Lu, X.; Lourenco, P. R.; Mandal, P.; Smith, C.; Cook, P. W.; Paden, C. R.; Atherton, L.	2026-02-20
PP_004KDGE.1	PP_004KDGE.1	2025-02-19	USA				15219	Homo sapiens	Human	B.D.E.1	Sabin, S.; Kelleher, A.; Lu, X.; Lourenco, P. R.; Mandal, P.; Smith, C.; Cook, P. W.; Paden, C. R.; Atherton, L.	2026-02-20
PP_004KDL5.1	PP_004KDL5.1	2025-03-12	USA				15219	Homo sapiens	Human	B.D.E.1	Sabin, S.; Kelleher, A.; Lu, X.; Lourenco, P. R.; Mandal, P.; Smith, C.; Cook, P. W.; Paden, C. R.; Atherton, L.	2026-02-20
PP_004KDN1.1	PP_004KDN1.1	2025-02-10	USA				15218	Homo sapiens	Human	B.D.E.1	Sabin, S.; Kelleher, A.; Lu, X.; Lourenco, P. R.; Mandal, P.; Smith, C.; Cook, P. W.; Paden, C. R.; Atherton, L.	2026-02-20
PP_004KDFG.1	PP_004KDFG.1	2025-03-06	USA				15218	Homo sapiens	Human	B.D.E.1	Sabin, S.; Kelleher, A.; Lu, X.; Lourenco, P. R.; Mandal, P.; Smith, C.; Cook, P. W.; Paden, C. R.; Atherton, L.	2026-02-20
PP_004KDCN.1	PP_004KDCN.1	2025-03-16	USA				15218	Homo sapiens	Human	B.D.E.1	Sabin, S.; Kelleher, A.; Lu, X.; Lourenco, P. R.; Mandal, P.; Smith, C.; Cook, P. W.; Paden, C. R.; Atherton, L.	2026-02-20
PP_004KDDL.1	PP_004KDDL.1	2025-03-03	USA				15218	Homo sapiens	Human	B.D.E.1	Sabin, S.; Kelleher, A.; Lu, X.; Lourenco, P. R.; Mandal, P.; Smith, C.; Cook, P. W.; Paden, C. R.; Atherton, L.	2026-02-20
PP_002RV68.1	PP_002RV68.1	2017-11-20	Uganda				14871	Homo sapiens	Human	B.D.4.1	Odoyo, S. O.; Lambisia, A. W.; Murunga, N.; Lewa, C. S.; Maina, G.; Okanda, D.; Mutunga, M.; Agoti, C. N.; Nokes, J. D.; Githinji, G. L.	2023-08-19
PP_002RVP7.1	PP_002RVP7.1	2017-08-16	Uganda				14869	Homo sapiens	Human	B.D.4.1	Odoyo, S. O.; Lambisia, A. W.; Murunga, N.; Lewa, C. S.; Maina, G.; Okanda, D.; Mutunga, M.; Agoti, C. N.; Nokes, J. D.; Githinji, G. L.	2023-08-19
PP_002RW75.1	PP_002RW75.1	2017-11-20	Uganda				14869	Homo sapiens	Human	B.D.4.1	Odoyo, S. O.; Lambisia, A. W.; Murunga, N.; Lewa, C. S.; Maina, G.; Okanda, D.; Mutunga, M.; Agoti, C. N.; Nokes, J. D.; Githinji, G. L.	2023-08-19
PP_002RXQ3.1	PP_002RXQ3.1	2017-06-07	Uganda				14869	Homo sapiens	Human	B.D.4.1	Odoyo, S. O.; Lambisia, A. W.; Murunga, N.; Lewa, C. S.; Maina, G.; Okanda, D.; Mutunga, M.; Agoti, C. N.; Nokes, J. D.; Githinji, G. L.	2023-08-19
PP_002RXAY.1	PP_002RXAY.1	2017-06-16	Uganda				14869	Homo sapiens	Human	B.D.4.1	Odoyo, S. O.; Lambisia, A. W.; Murunga, N.; Lewa, C. S.; Maina, G.; Okanda, D.; Mutunga, M.; Agoti, C. N.; Nokes, J. D.; Githinji, G. L.	2023-08-19
PP_002RWBX.1	PP_002RWBX.1	2017-10-31	Uganda				14869	Homo sapiens	Human	B.D.4.1	Odoyo, S. O.; Lambisia, A. W.; Murunga, N.; Lewa, C. S.; Maina, G.; Okanda, D.; Mutunga, M.; Agoti, C. N.; Nokes, J. D.; Githinji, G. L.	2023-08-19
PP_002RWER.1	PP_002RWER.1	2017-08-04	Uganda				14868	Homo sapiens	Human	B.D.4.1	Odoyo, S. O.; Lambisia, A. W.; Murunga, N.; Lewa, C. S.; Maina, G.; Okanda, D.; Mutunga, M.; Agoti, C. N.; Nokes, J. D.; Githinji, G. L.	2023-08-19
PP_002RVTZ.1	PP_002RVTZ.1	2017-10-23	Uganda				14868	Homo sapiens	Human	B.D.4.1	Odoyo, S. O.; Lambisia, A. W.; Murunga, N.; Lewa, C. S.; Maina, G.; Okanda, D.; Mutunga, M.; Agoti, C. N.; Nokes, J. D.; Githinji, G. L.	2023-08-19
PP_002RW91.1	PP_002RW91.1	2017-11-07	Uganda				14868	Homo sapiens	Human	B.D.4.1	Odoyo, S. O.; Lambisia, A. W.; Murunga, N.; Lewa, C. S.; Maina, G.; Okanda, D.; Mutunga, M.; Agoti, C. N.; Nokes, J. D.; Githinji, G. L.	2023-08-19
