accessionVersion	lineage	sampleCollectionDate	geoLocCountry	geoLocAdmin1	authors	authorAffiliations	hostNameScientific	length	earliestReleaseDate	submissionId	groupName	dataUseTerms	dataUseTermsUrl	biosampleAccession	completeness	geoLocAdmin2	geoLocCity	insdcAccessionFull	insdcRawReadsAccession	isLabHost	specimenCollectorSampleId	totalAmbiguousNucs	totalUnknownNucs	year	metadata_score	lineage_trunc
PP_0031695.2	B.D.E.7	2024-02-06	Spain	Catalonia	Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15206	2025-06-30	hRSV/B/Spain/CT-HUJT-292390/2024	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626633	0.9986204178163185			OZ279956.1				0	1	2024	7.484525736484299	B.D.E
PP_0031BAY.2	B.D.E.1.2	2024-02-16	Spain	Catalonia	Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15205	2025-06-30	hRSV/B/Spain/CT-HUVH-293874/2024	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626139	0.9987518065957167			OZ278953.1				0	0	2024	7.484460990611849	B.D.E
PP_0031A3D.2	B.D.E.1	2024-12-31	Spain	Catalonia	Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15205	2025-06-30	hRSV/B/Spain/CT-HUVH145574/2024	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626098	0.7657995007226382			OZ279396.1				0	3544	2024	7.484460990611849	B.D.E
PP_0030YY2.2	B.D.E.1	2024-01-11	Spain	Catalonia	Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15205	2025-06-30	hRSV/B/Spain/CT-HUAV-290632/2024	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626384	0.9984890290369203			OZ279542.1				0	1	2024	7.484460990611849	B.D.E
PP_0031DYK.2	B.D.E.1	2024-12-13	Spain	Catalonia	Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15205	2025-06-30	hRSV/B/Spain/CT-HUVH488216/2024	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626229	0.9986861122060176			OZ279756.1				0	0	2024	7.484460990611849	B.D.E
PP_0030ZSD.2	B.D.E.1.8	2024-12-17	Spain	Catalonia	Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15205	2025-06-30	hRSV/B/Spain/CT-HUAV314715/2024	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626412	0.9986861122060176			OZ279996.1				0	0	2024	7.484460990611849	B.D.E
PP_0030ZX3.2	B.D.E.1	2024-12-19	Spain	Catalonia	Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15205	2025-06-30	hRSV/B/Spain/CT-HUAV314958/2024	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626417	0.9986861122060176			OZ280020.1				0	0	2024	7.484460990611849	B.D.E
PP_0030ZU9.2	B.D.E.1.8	2024-12-17	Spain	Catalonia	Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15204	2025-06-30	hRSV/B/Spain/CT-HUAV314719/2024	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626414	0.9986204178163185			OZ280019.1				0	0	2024	7.484396244739398	B.D.E
PP_0031687.2	B.D.E.1	2024-02-06	Spain	Catalonia	Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15204	2025-06-30	hRSV/B/Spain/CT-HUJT-292375/2024	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626632	0.9986861122060176			OZ279974.1				0	0	2024	7.484396244739398	B.D.E
PP_0030Z5N.2	B.D.E.1	2024-03-21	Spain	Catalonia	Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15204	2025-06-30	hRSV/B/Spain/CT-HUAV-295998/2024	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626391	0.9986861122060176			OZ279536.1				0	0	2024	7.484396244739398	B.D.E
PP_0031BXP.2	B.D.E.1	2024-12-11	Spain	Catalonia	Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15204	2025-06-30	hRSV/B/Spain/CT-HUVH314917/2024	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626160	0.998357640257522			OZ279359.1				0	1	2024	7.484396244739398	B.D.E
PP_00319WT.2	B.D.E.1.8	2024-12-11	Spain	Catalonia	Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15204	2025-06-30	hRSV/B/Spain/CT-HUVH140305/2024	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626091	0.9986204178163185			OZ279451.1				0	0	2024	7.484396244739398	B.D.E
PP_003136E.2	B.D.4.1.1	2025-05-02	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15204	2025-06-30	hRSV/B/Spain/CT-HUGTiP324167/2025	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626538	0.9980948626987255			OZ280295.1				0	1	2025	7.484396244739398	B.D.4
PP_00310NJ.2	B.D.4.1.1	2025-03-13	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15201	2025-06-30	hRSV/B/Spain/CT-HUAV-320642/2025	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626442	0.9984890290369203			OZ279938.1				0	0	2025	7.484202007122046	B.D.4
PP_0031A59.2	B.D.E.1.1	2025-02-04	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15445	2025-06-30	hRSV/B/Spain/CT-HUVH146923/2025	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626100	0.9498094862698726			OZ279047.1				0	692	2025	7.5	B.D.E
PP_0031C65.2	B.D.E.1.7	2025-01-09	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15209	2025-06-30	hRSV/B/Spain/CT-HUVH315985/2025	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626169	0.9987518065957167			OZ279394.1				0	0	2025	7.484719974101651	B.D.E
PP_00316VY.2	B.D.E.1.7	2025-01-09	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15207	2025-06-30	hRSV/B/Spain/CT-HUJT315930/2025	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626648	0.9987518065957167			OZ280058.1				0	1	2025	7.48459048235675	B.D.E
PP_0031GZE.2	B.D.E.1	2025-02-18	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15207	2025-06-30	hRSV/B/Spain/CT-HUVH625394/2025	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118625911	0.9986204178163185			OZ279546.1				0	0	2025	7.48459048235675	B.D.E
PP_003140R.2	B.D.E.1	2025-02-11	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15206	2025-06-30	hRSV/B/Spain/CT-HUJO063028/2025	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626566	0.9985547234266193			OZ279877.1				0	1	2025	7.484525736484299	B.D.E
PP_004MQB9.1	B.D.E.1	2025-10-31	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca	Homo sapiens	15206	2026-03-04	hRSV/B/Spain/CT-HUVH-715096/2025	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA121926243	0.9984890290369203			OZ416450.1				0	1	2025	7.484525736484299	B.D.E
PP_004MP5N.1	B.D.E.1	2025-11-13	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca	Homo sapiens	15206	2026-03-04	hRSV/B/Spain/CT-HUGTiP-340775/2025	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA121926203	0.9986204178163185			OZ416445.1				0	0	2025	7.484525736484299	B.D.E
PP_0031GN2.2	B.D.E.1.2	2025-04-22	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15206	2025-06-30	hRSV/B/Spain/CT-HUVH583781/2025	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626682	0.9985547234266193			OZ280090.1				0	0	2025	7.484525736484299	B.D.E
PP_004MQ9D.1	B.D.E.1	2025-10-30	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca	Homo sapiens	15206	2026-03-04	hRSV/B/Spain/CT-HUVH-714175/2025	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA121926241	0.9984890290369203			OZ416391.1				0	1	2025	7.484525736484299	B.D.E
PP_004MQNL.1	B.D.E.1	2025-12-02	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca	Homo sapiens	15206	2026-03-04	hRSV/B/Spain/CT-HUVH-738659/2025	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA121926254	0.9981605570884247			OZ416448.1				0	1	2025	7.484525736484299	B.D.E
PP_00312XY.2	B.D.E.1	2025-01-13	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15205	2025-06-30	hRSV/B/Spain/CT-HUGTiP316099/2025	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626529	0.9986861122060176			OZ279934.1				0	0	2025	7.484460990611849	B.D.E
PP_00317GQ.2	B.D.E.1.7	2025-03-18	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15205	2025-06-30	hRSV/B/Spain/CT-HUVC085778/2025	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626669	0.9986204178163185			OZ280085.1				0	0	2025	7.484460990611849	B.D.E
PP_004MQSC.1	B.D.E.1	2025-12-23	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca	Homo sapiens	15205	2026-03-04	hRSV/B/Spain/CT-HUVH-756222/2025	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA121926258	0.9985547234266193			OZ416465.1				0	0	2025	7.484460990611849	B.D.E
PP_00310A9.2	B.D.E.1	2025-01-28	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15205	2025-06-30	hRSV/B/Spain/CT-HUAV317350/2025	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626430	0.9985547234266193			OZ279837.1				0	1	2025	7.484460990611849	B.D.E
PP_0031EDP.2	B.D.E.1	2025-01-04	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15205	2025-06-30	hRSV/B/Spain/CT-HUVH504219/2025	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626244	0.9986204178163185			OZ279303.1				0	0	2025	7.484460990611849	B.D.E
PP_00310QE.2	B.D.E.1	2025-02-25	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca		15205	2025-06-30	hRSV/B/Spain/CT-HUB033294/2025	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118626444	0.9985547234266193			OZ280282.1				0	0	2025	7.484460990611849	B.D.E
PP_004MNY2.1	B.D.E.1	2026-01-27	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca	Homo sapiens	15208	2026-03-04	hRSV/B/Spain/CT-HUAV-492481/2026	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA121926196	0.9984890290369203			OZ416431.1				0	2	2026	7.4846552282292	B.D.E
PP_004MP3S.1	B.D.E.1	2026-01-30	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca	Homo sapiens	15207	2026-03-04	hRSV/B/Spain/CT-HUGT-346977/2026	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA121926201	0.9986861122060176			OZ416429.1				0	0	2026	7.48459048235675	B.D.E
PP_004MPPK.1	B.D.E.1.8	2026-02-03	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca	Homo sapiens	15205	2026-03-04	hRSV/B/Spain/CT-HUVC-357505/2026	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA121926221	0.9982919458678229			OZ416477.1				0	3	2026	7.484460990611849	B.D.E
PP_004MPG0.1	B.D.E.1	2026-01-22	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca	Homo sapiens	15205	2026-03-04	hRSV/B/Spain/CT-HUJO-952162/2026	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA121926214	0.9984233346472211			OZ416454.1				0	1	2026	7.484460990611849	B.D.E
PP_004MPNM.1	B.D.E.1	2026-02-03	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca	Homo sapiens	15205	2026-03-04	hRSV/B/Spain/CT-HUJT-347217/2026	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA121926220	0.9985547234266193			OZ416504.1				0	0	2026	7.484460990611849	B.D.E
PP_004MR1U.1	B.D.E.1	2026-02-12	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca	Homo sapiens	15203	2026-03-04	hRSV/B/Spain/CT-HUVH-793206/2026	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA121926267	0.9986204178163185			OZ416496.1				0	0	2026	7.484331498866947	B.D.E
PP_004MPV7.1	B.D.E.1	2026-01-28	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca	Homo sapiens	15203	2026-03-04	hRSV/B/Spain/CT-HUVH-156793/2026	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA121926227	0.9985547234266193			OZ416472.1				0	0	2026	7.484331498866947	B.D.E
PP_004MNZ0.1	B.D.E.1.2	2026-02-03	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca	Homo sapiens	15203	2026-03-04	hRSV/B/Spain/CT-HUAV-494160/2026	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA121926197	0.9513204572329523			OZ416432.1				0	718	2026	7.484331498866947	B.D.E
PP_004MNRG.1	B.D.E.1.2	2026-01-29	Spain	Catalonia	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres	Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca	Homo sapiens	15203	2026-03-04	hRSV/B/Spain/CT-HUAV-005572/2026	Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA121926189	0.9984890290369203			OZ416492.1				0	1	2026	7.484331498866947	B.D.E
